clean_text,indexed_text
It had taken a decade and half  from  to   for the production cost of the average Hollywood feature to double from   million to   million  a decline if adjusted for inflation  In just four years it more than doubled again  hitting     million in   a constant  dollar increase of about  percent   Even as the US inflation rate eased  the average expense of moviemaking would continue to soar  With the majors now routinely saturation booking in over a thousand theaters  it was becoming increasingly difficult for smaller outfits to secure the exhibition commitments needed to turn a profit  Double features were now literally history  almost impossible to find except at revival houses  One of the first leading casualties of the new economic regime was venerable B studio Allied Artists  which declared bankruptcy in April   In the late s  AIP had turned to producing relatively expensive films like the very successful Amityville Horror and the disastrous Meteor in   The studio was sold off and dissolved as a moviemaking concern by the end of,"[20, 24, 312, 6, 2970, 3, 303, 18, 5, 10, 1, 248, 850, 2, 1, 542, 1941, 994, 5, 851, 18, 175, 5, 175, 6, 1942, 164, 0, 10, 0, 4, 204, 89, 85, 20, 56, 62, 7001, 229, 4783, 175, 4, 6, 2106, 3286, 1834, 2, 70, 788, 258, 11, 1, 107, 0, 1062, 0, 1, 542, 3287, 2, 0, 51, 1232, 5, 0, 13, 1, 0, 241, 0, 0, 7002, 4, 53, 6, 3664, 7003, 20, 7, 654, 2272, 1293, 10, 1719, 0, 5, 2971, 1, 2273, 7004, 852, 5, 766, 6, 4145, 851, 388, 21, 241, 7005, 189, 637, 4146, 5, 530, 1294, 16, 2972, 1067, 35, 2, 1, 28, 511, 1115, 2, 1, 46, 1116, 4147, 7, 0, 308, 592, 1532, 1367, 23, 1117, 4784, 4, 210, 4, 1, 218, 8, 0, 24, 581, 5, 2973, 1533, 3665, 771, 128, 1, 247, 720, 0, 5670, 3, 1, 0, 0, 4, 1, 592, 7, 531, 168, 3, 5671, 11, 6, 0, 2463, 14, 1, 121, 2]"
On occasions of state  military  central para  military forces funerals  the flag shall be draped over the bier or coffin with the saffron towards the head of the bier or coffin  The flag should not be lowered into the grave or burnt in the pyre,"[9, 2974, 2, 74, 341, 364, 0, 341, 414, 0, 1, 2464, 4148, 25, 0, 53, 1, 0, 40, 4785, 13, 1, 0, 432, 1, 353, 2, 1, 0, 40, 4785, 1, 2464, 415, 36, 25, 6999, 52, 1, 3666, 40, 0, 4, 1, 0]"
Typhoon Ele,"[880, 0]"
However  he did not remain Chief of Staff for long  He was appointed Chairman of the Joint Chiefs of Staff effective  July   As Chairman  Brown was responsible for the handling of the Turkish invasion of Cyprus in   and the Mayaguez incident  the final act of the war in Vietnam in   He also dealt with the  shootings and Axe Murder Incident in the Korean Demilitarized Zone  and oversaw the Panama Canal Treaty in,"[83, 17, 122, 36, 1534, 613, 2, 561, 10, 136, 17, 7, 692, 2107, 2, 1, 1433, 5672, 2, 561, 1720, 165, 11, 2107, 669, 7, 1068, 10, 1, 4786, 2, 1, 5673, 1434, 2, 0, 4, 3, 1, 0, 1535, 1, 177, 543, 2, 1, 87, 4, 1287, 4, 17, 30, 5674, 13, 1, 7006, 3, 6993, 1233, 1535, 4, 1, 2108, 0, 1721, 3, 2975, 1, 7007, 2688, 1835, 4]"
,[]
The success of the previous season proved to be something of a false dawn though  with the team finishing th  seven points above relegation  After refusing to resign  Eric Houghton was sacked when relegation seemed imminent in     His successor Joe Mercer was unable to prevent the club being relegated in   for only the second time in its history  The fact that Villa reached the semi  finals of the FA Cup only served to highlight the complacency that had set in at the club that led to Villa being relegated  Villa only spent one season in the Second Division  returning as Champions in   The    season was a successful one  it saw Villa reach the semi  finals of the FA Cup  finish ninth in the League  and win the inaugural League Cup  This was helped by the emergence of an exciting group of youth players  who became known as  Mercer s Minors,"[1, 453, 2, 1, 483, 84, 917, 5, 25, 995, 2, 6, 2689, 4149, 342, 13, 1, 82, 2690, 79, 313, 433, 918, 5675, 33, 0, 5, 5676, 4150, 7008, 7, 0, 47, 5675, 4151, 5677, 4, 19, 2691, 2274, 7009, 7, 638, 5, 1104, 1, 162, 94, 4787, 4, 10, 69, 1, 75, 48, 4, 29, 189, 1, 693, 12, 2465, 454, 1, 2094, 1722, 2, 1, 2466, 407, 69, 554, 5, 7010, 1, 0, 12, 24, 221, 4, 16, 1, 162, 12, 158, 5, 2465, 94, 4787, 2465, 69, 596, 35, 84, 4, 1, 75, 259, 1177, 11, 1295, 4, 1, 84, 7, 6, 720, 35, 20, 670, 2465, 1368, 1, 2094, 1722, 2, 1, 2466, 407, 1943, 2109, 4, 1, 176, 3, 445, 1, 3288, 176, 407, 26, 7, 853, 14, 1, 0, 2, 22, 7011, 151, 2, 1944, 424, 41, 97, 127, 11, 7009, 8, 0]"
Plot summary,"[568, 4788]"
,[]
In  the archaeologist Charles Robert Cockerell published his analysis of the iconography  numbering the nine sculptural divisions from the lowest to the highest  He defined the theme as  a calendar for unlearned men  illustrating the doctrines and history of the Christian faith  its introduction to Britain and its protection by princes and bishops  He likens the arrangement and iconography to the Te Deum,"[4, 1, 5678, 1234, 820, 0, 389, 19, 1296, 2, 1, 0, 7012, 1, 576, 0, 2467, 18, 1, 3279, 5, 1, 721, 17, 2110, 1, 996, 11, 6, 5679, 10, 0, 173, 7013, 1, 0, 3, 189, 2, 1, 854, 3289, 29, 1723, 5, 785, 3, 29, 1118, 14, 4789, 3, 7014, 17, 0, 1, 3667, 3, 0, 5, 1, 7015, 0]"
,[]
Propulsion,[4790]
Grant said   It s been fascinating to have a little excursion into another world  I really needed that and also to be dealing with real life instead of creating synthetic life  which is what I ve been doing for the last  years,"[1069, 124, 20, 8, 43, 0, 5, 39, 6, 369, 7016, 52, 186, 78, 60, 772, 852, 12, 3, 30, 5, 25, 2976, 13, 671, 191, 400, 2, 1426, 5680, 191, 23, 15, 197, 60, 1297, 43, 2111, 10, 1, 296, 85]"
The Rhinemaidens have been described as the drama s  most seductive but most elusive characters   and in one analysis as representatives of  seduction by infantile fantasy   They act essentially as a unity  with a composite yet elusive personality  Apart from Flosshilde  s implied seniority  demonstrated by occasional light rebukes and illustrated musically by awarding the role to a deeper  voiced contralto or mezzo  their characters are undifferentiated  In The Perfect Wagnerite  his  analysis of the Ring drama as political allegory  George Bernard Shaw describes the Rhinemaidens as  thoughtless  elemental  only half  real things  very much like modern young ladies   The attributes most apparent initially are charm and playfulness  combined with a natural innocence  their joy in the gold they guard derives from its beauty alone  even though they know its latent power  However  this veneer of childlike simplicity is misleading  aside from proving themselves irresponsible as guardians  they are also provocative  sarcastic and cruel in their interaction with Alberich  When the demigod Loge reports that the Rhinemaidens need Wotan s help to regain the gold  Fricka  the goddess of marriage  calls them a  watery brood   Wassergezcht  and complains about the many men they have lured away with their  treacherous bathing   They are beguiling and flirtatious with Siegfried  but finally wise as revealed by the undisclosed counsel which they give to Brnnhilde  Sabor sees the personality of the Rhinemaidens as a blend of the  good hearted nature  of the Oceanids and the  austerity   including the willingness to drown people  of the daughters of gir,"[1, 5681, 39, 43, 257, 11, 1, 1298, 8, 58, 0, 31, 58, 0, 304, 3, 4, 35, 1296, 11, 1724, 2, 0, 14, 0, 1369, 37, 543, 4152, 11, 6, 2682, 13, 6, 7017, 1299, 0, 2112, 2977, 18, 0, 8, 0, 0, 5682, 14, 4153, 694, 0, 3, 2978, 7018, 14, 0, 1, 282, 5, 6, 7019, 1235, 0, 40, 0, 27, 304, 32, 0, 4, 1, 1836, 0, 19, 1296, 2, 1, 1623, 1298, 11, 362, 0, 514, 2113, 0, 2692, 1, 5681, 11, 0, 0, 69, 303, 671, 1111, 247, 213, 128, 434, 435, 3668, 1, 0, 58, 3669, 471, 32, 0, 3, 0, 1370, 13, 6, 1063, 0, 27, 2979, 4, 1, 739, 37, 1945, 4791, 18, 29, 2275, 1536, 258, 342, 37, 855, 29, 0, 254, 83, 26, 0, 2, 0, 5683, 15, 5684, 7020, 18, 7021, 740, 0, 11, 0, 37, 32, 30, 0, 0, 3, 7022, 4, 27, 2468, 13, 0, 47, 1, 0, 0, 1236, 12, 1, 5681, 1435, 0, 8, 590, 5, 3670, 1, 739, 0, 1, 7023, 2, 684, 2469, 86, 6, 0, 0, 0, 3, 0, 70, 1, 98, 173, 37, 39, 5685, 459, 13, 27, 0, 5686, 37, 32, 0, 3, 0, 13, 0, 31, 741, 4792, 11, 1355, 14, 1, 7024, 4793, 23, 37, 695, 5, 0, 0, 2980, 1, 2112, 2, 1, 5681, 11, 6, 0, 2, 1, 390, 0, 919, 2, 1, 0, 3, 1, 0, 100, 1, 0, 5, 0, 144, 2, 1, 5687, 2, 5688]"
,[]
The production of pure oxygen in the Brin process was a large  scale application of barium peroxide in the s  before it was replaced by electrolysis and fractional distillation of liquefied air in the early s  In this process barium oxide reacts at     C        F  with air to form barium peroxide  which decomposes at above   C      F  by releasing oxygen,"[1, 248, 2, 3290, 3671, 4, 1, 0, 686, 7, 6, 249, 1300, 4118, 2, 7025, 0, 4, 1, 8, 65, 20, 7, 887, 14, 0, 3, 0, 0, 2, 0, 212, 4, 1, 109, 8, 4, 26, 686, 7025, 5689, 0, 16, 201, 305, 13, 212, 5, 278, 7025, 0, 23, 0, 16, 918, 201, 305, 14, 0, 3671]"
The redevelopment entailed demolition of much of the interior wallspaces of the old hotel  however  the exterior faades facing the two main streets are largely intact  if slightly shortened on the William street frontage  A glass covered atrium joins the tower on the former hotel so that the tower entrances double as undercover access to the building,"[1, 5690, 0, 3291, 2, 213, 2, 1, 2114, 0, 2, 1, 343, 1711, 83, 1, 2981, 0, 4794, 1, 38, 208, 3672, 32, 1119, 3673, 164, 1364, 7026, 9, 1, 379, 510, 0, 6, 1725, 1070, 0, 5691, 1, 1436, 9, 1, 306, 1711, 102, 12, 1, 1436, 0, 851, 11, 0, 1071, 5, 1, 317]"
With regard to continuous monitoring for a short period  the minority would rely on United States v Knotts    and decline to find a violation of the expectation of privacy  In Knotts  a short  distance signal beeper in the defendant s car was tracked during a single trip for less than a day  The Knotts Court held that a person traveling on public roads has no expectation of privacy in his movements  because the vehicle s starting point  direction  stops  or final destination could be seen by anyone else on the road,"[13, 4154, 5, 3292, 4795, 10, 6, 367, 401, 1, 4143, 51, 5692, 9, 96, 113, 622, 7027, 3, 1942, 5, 530, 6, 7028, 2, 1, 4796, 2, 0, 4, 7027, 6, 367, 1301, 2982, 0, 4, 1, 7029, 8, 789, 7, 3674, 45, 6, 181, 2470, 10, 455, 62, 6, 111, 1, 7027, 233, 251, 12, 6, 888, 3293, 9, 283, 2115, 42, 68, 4796, 2, 0, 4, 19, 1437, 129, 1, 3675, 8, 1302, 356, 1229, 5693, 40, 177, 0, 118, 25, 529, 14, 1935, 2267, 9, 1, 235]"
,[]
Airborne early warning and control,"[2471, 109, 1371, 3, 469]"
The process of conversion may have begun earlier than traditional mission  based narratives  It is likely that knowledge of Christianity reached the region from Dl Riata  with which it had close contacts  including war  trade and intermarriage  Traditions place the fifth  century saint Palladius in Pictland after he left Ireland  and link Abernethy with his contemporary  Saint Brigid of Kildare  Evidence for an early date for Christianisation include the fact that St Patrick  active in the fifth century  referred in a letter to  apostate Picts   indicating that they had previously been Christian  but had abandoned the faith  In addition the poem Y Gododdin  does not remark on the Picts as pagans  Recent archaeological work at Portmahomack places the foundation of the monastery there  an area once assumed to be among the last converted  in the late sixth century  In the east and north  Class II Pictish stones began to show Christian symbolism from the early eighth century  Conversion of the Pictish lite is assessed to have taken place over a considerable period  beginning in the fifth century and not complete until the seventh  Conversion of the general population may have stretched into the eighth century  The evidence of place names suggests a wide area of Ionan influence in Pictland  where there are large numbers of dedications of churches to Iona abbots of the seventh century,"[1, 686, 2, 2983, 72, 39, 5694, 655, 62, 1303, 1304, 174, 0, 20, 15, 1226, 12, 2472, 2, 2984, 454, 1, 544, 18, 0, 0, 13, 23, 20, 24, 480, 0, 100, 87, 1167, 3, 0, 4155, 219, 1, 845, 183, 2276, 0, 4, 0, 33, 17, 200, 1305, 3, 3294, 0, 13, 19, 1946, 2276, 0, 2, 0, 821, 10, 22, 109, 965, 10, 0, 340, 1, 693, 12, 231, 2693, 1537, 4, 1, 845, 183, 1306, 4, 6, 997, 5, 0, 0, 2985, 12, 37, 24, 663, 43, 854, 31, 24, 1939, 1, 3289, 4, 532, 1, 1837, 1838, 0, 515, 36, 7030, 9, 1, 0, 11, 0, 1237, 3295, 123, 16, 0, 2986, 1, 1438, 2, 1, 5695, 73, 22, 135, 346, 1947, 5, 25, 215, 1, 296, 2116, 4, 1, 218, 1072, 183, 4, 1, 202, 3, 101, 363, 500, 0, 5696, 126, 5, 137, 854, 0, 18, 1, 109, 1365, 183, 2983, 2, 1, 0, 7031, 15, 7032, 5, 39, 312, 219, 53, 6, 1948, 401, 696, 4, 1, 845, 183, 3, 36, 957, 141, 1, 1624, 2983, 2, 1, 216, 697, 72, 39, 0, 52, 1, 1365, 183, 1, 821, 2, 219, 1439, 2277, 6, 818, 135, 2, 0, 966, 4, 0, 91, 73, 32, 249, 1440, 2, 0, 2, 2278, 5, 0, 0, 2, 1, 1624, 183]"
,[]
Late on  June  the Partisans scattered I   and although II   was sent from Srebrenik to assist  the th Vojvodina Division surged forward against the positions of   AR  which consisted of  men with four  mm guns and only one machine gun  After four hours fighting  and with half the battery s personnel dead  the artillerymen ran out of small arms ammunition and scattered into the forest  As a result of a counterattack by II   on the afternoon of  June and throughout  June  the th Vojvodina Division withdrew that afternoon and the battalion pursued both the  Western Column  and  Centre Column  south  The guns and vehicles of   AR had been destroyed by the Partisans before they withdrew and there were reports that the German dead at Lopare had been mutilated  The  Eastern Column  was stopped by the th Regiment and the last of the Partisan rd Corps was pushed back across the Sprea on  June,"[218, 9, 323, 1, 3676, 7033, 60, 3, 146, 500, 7, 426, 18, 0, 5, 2279, 1, 79, 0, 259, 0, 1061, 104, 1, 1307, 2, 3677, 23, 1223, 2, 173, 13, 89, 612, 623, 3, 69, 35, 1025, 718, 33, 89, 786, 822, 3, 13, 303, 1, 2473, 8, 1120, 1372, 1, 0, 967, 61, 2, 250, 1373, 1718, 3, 7033, 52, 1, 1308, 11, 6, 354, 2, 6, 4156, 14, 500, 9, 1, 2117, 2, 323, 3, 446, 323, 1, 79, 0, 259, 2474, 12, 2117, 3, 1, 672, 4157, 93, 1, 380, 2118, 3, 673, 2118, 116, 1, 623, 3, 2694, 2, 3677, 24, 43, 998, 14, 1, 3676, 65, 37, 2474, 3, 73, 21, 1236, 12, 1, 291, 1372, 16, 0, 24, 43, 0, 1, 443, 2118, 7, 2475, 14, 1, 79, 1026, 3, 1, 296, 2, 1, 5697, 1073, 1238, 7, 4797, 138, 451, 1, 0, 9, 323]"
By early October  Route Elephant  which will link with Trident and runs from Highway  to Lashkar Gah  was said to be very successful with a sixfold increase in traffic  As of mid  November  Route Trident was still under construction,"[14, 109, 180, 256, 5698, 23, 230, 3294, 13, 5699, 3, 636, 18, 333, 5, 0, 0, 7, 124, 5, 25, 247, 720, 13, 6, 0, 1834, 4, 1121, 11, 2, 823, 226, 256, 5699, 7, 284, 120, 533]"
Wrestling overseas and return to North America,"[968, 4158, 3, 484, 5, 101, 402]"
While Ox s workers lay pipes  the chorus wonder what Ox is up to and what his background is but there are just contradictory rumours  The leading citizens visit Ox and  after initially complaining about his starting work without permission  find themselves telling him to accelerate his plans and get everything ready in a week,"[59, 7034, 8, 1353, 2953, 0, 1, 1839, 7035, 197, 7034, 15, 63, 5, 3, 197, 19, 790, 15, 31, 73, 32, 204, 0, 4798, 1, 511, 2695, 1625, 7034, 3, 33, 471, 0, 70, 19, 1302, 123, 361, 4799, 530, 740, 2987, 66, 5, 7036, 19, 824, 3, 349, 1428, 1726, 4, 6, 334]"
,[]
Preparation,[2119]
Until the passing of the Marriage Act of   a formal ceremony of marriage before a clergyman was not a legal requirement in England  and marriages were unregistered  All that was required was for both parties to agree to the union  so long as each had reached the legal age of consent  which was  for girls and  for boys  Women were completely subordinated to their husbands after marriage  the husband and wife becoming one legal entity  a legal status known as coverture  As the eminent English judge Sir William Blackstone wrote in    the very being  or legal existence of the woman  is suspended during the marriage  or at least is consolidated and incorporated into that of her husband  under whose wing  protection and cover  she performs everything   Married women could not own property in their own right  and were indeed themselves the property of their husbands  But Blackstone went on to observe that  even the disabilities the wife lies under are  for the most part  intended for her protection and benefit  So great a favourite is the female sex of the laws of England,"[141, 1, 1538, 2, 1, 684, 543, 2, 6, 2988, 2280, 2, 684, 65, 6, 0, 7, 36, 6, 784, 2989, 4, 285, 3, 4800, 21, 7037, 50, 12, 7, 825, 7, 10, 93, 2281, 5, 4159, 5, 1, 493, 102, 136, 11, 125, 24, 454, 1, 784, 365, 2, 4160, 23, 7, 10, 1727, 3, 10, 2120, 272, 21, 1309, 0, 5, 27, 5700, 33, 684, 1, 1441, 3, 458, 654, 35, 784, 7038, 6, 784, 1122, 127, 11, 0, 11, 1, 5701, 396, 2282, 1357, 379, 0, 287, 4, 1, 247, 94, 40, 784, 1626, 2, 1, 969, 15, 3296, 45, 1, 684, 40, 16, 545, 15, 5702, 3, 2476, 52, 12, 2, 34, 1441, 120, 698, 791, 1118, 3, 431, 44, 4801, 1428, 881, 272, 118, 36, 234, 1123, 4, 27, 234, 425, 3, 21, 3297, 740, 1, 1123, 2, 27, 5700, 31, 0, 460, 9, 5, 5703, 12, 258, 1, 7039, 1, 458, 2121, 120, 32, 10, 1, 58, 92, 1717, 10, 34, 1118, 3, 2990, 102, 246, 6, 0, 15, 1, 534, 3298, 2, 1, 1539, 2, 285]"
Eddard joins the Small Council  consisting of the king s brother  Lord Renly  Gethin Anthony   the eunuch Lord Varys  Conleth Hill   Grand Maester Pycelle  Julian Glover  and the Master of Coin Lord Petyr  Littlefinger  Baelish  Aidan Gillen   Littlefinger had once dueled Eddard s brother for Catelyn s hand in marriage and implies that he is still in love with her  Renly announces that Robert plans to hold a great tourney in honor of Eddard s appointment as the Hand of the King  Eddard learns that the crown is heavily indebted  primarily to the queen s father  Lord Tywin Lannister,"[4802, 5691, 1, 250, 620, 2991, 2, 1, 288, 8, 792, 687, 0, 0, 2477, 1, 0, 687, 0, 0, 999, 632, 0, 0, 5704, 0, 3, 1, 1239, 2, 4803, 687, 0, 0, 0, 0, 0, 0, 24, 346, 0, 4802, 8, 792, 10, 0, 8, 793, 4, 684, 3, 0, 12, 17, 15, 284, 4, 412, 13, 34, 0, 0, 12, 820, 824, 5, 1840, 6, 246, 0, 4, 1540, 2, 4802, 8, 3299, 11, 1, 793, 2, 1, 288, 4802, 2992, 12, 1, 2687, 15, 1541, 0, 856, 5, 1, 1178, 8, 397, 687, 0, 0]"
Air raids on Japan,"[212, 7040, 9, 920]"
Opposition court challenges,"[1728, 233, 3678]"
